τε	C---------
ταύτην	Pd-s---fa-
αἰνέων	V--sppamn-
διὰ	R---------
παντός	Px-s---ng-
,	punct
ἦν	V-3siia---
τέ	C---------
οἱ	Pp3s---md-
ἐν	R---------
τῷ	S--s---od-
λόγῳ	N--s---md-
τὰ	S--p---na-
πάντα	Px-p---na-
ἡ	S--s---fn-
Κυνώ	N--s---fn-
.	punct
οἱ	S--p---mn-
δὲ	Gf--------
τοκέες	N--p---mn-
παραλαβόντες	V--papamn-
τὸ	S--s---na-
οὔνομα	N--s---na-
τοῦτο	Pd-s---na-
,	punct
ἵνα	C---------
θειοτέρως	D--------c
δοκέῃ	V-3spsa---
τοῖσι	S--p---od-
Πέρσῃσι	N--p---md-
περιεῖναί	V---pna---
σφι	Pp3p---md-
ὁ	S--s---mn-
παῖς	N--s---mn-
,	punct
κατέβαλον	V-3paia---
φάτιν	N--s---fa-
ὡς	C---------
ἐκκείμενον	V--sppmma-
Κῦρον	N--s---ma-
κύων	N--s---pn-
ἐξέθρεψε	V-3saia---
.	punct
ἐνθεῦτεν	D---------
μὲν	D---------
ἡ	S--s---fn-
φάτις	N--s---fn-
αὕτη	Pd-s---fn-
κεχώρηκε	V-3sria---
.	punct
Κύρῳ	N--s---md-
δὲ	Gf--------
ἀνδρευμένῳ	V--spppod-
καὶ	C---------
ἐόντι	V--sppamd-
τῶν	S--p---qg-
ἡλίκων	N--p---pg-
ἀνδρηιοτάτῳ	A--s---ods
καὶ	C---------
προσφιλεστάτῳ	A--s---ods
προσέκειτο	V-3siim---
ὁ	S--s---mn-
Ἅρπαγος	N--s---mn-
δῶρα	N--p---na-
πέμπων	V--sppamn-
,	punct
τίσασθαι	V---anm---
Ἀστυάγεα	N--s---ma-
ἐπιθυμέων	V--sppamn-
:	punct
ἀπ’	R---------
ἑωυτοῦ	Pk3s---mg-
γὰρ	D---------
ἐόντος	V--sppaog-
ἰδιώτεω	N--s---mg-
οὐκ	D---------
ἐνώρα	V-3siia---
τιμωρίην	N--s---fa-
ἐσομένην	V--sfpafa-
ἐς	R---------
Ἀστυάγεα	N--s---ma-
,	punct
Κῦρον	N--s---ma-
δὲ	Gf--------
ὁρέων	V--sppamn-
ἐπιτρεφόμενον	V--sppmma-
ἐποιέετο	V-3siim---
σύμμαχον	N--s---ma-
,	punct
τὰς	S--p---fa-
πάθας	N--p---fa-
τὰς	S--p---fa-
Κύρου	N--s---mg-
τῇσι	Pp3p---fd-
ἑωυτοῦ	Pk3s---mg-
ὁμοιούμενος	V--sppmmn-
.	punct
πρὸ	R---------
δ’	Gf--------
ἔτι	D---------
τούτου	Pd-s---ng-
τάδε	Pd-p---nn-
οἱ	Pp3s---md-
κατέργαστο	V-3slim---
:	punct
ἐόντος	V--sppaog-
τοῦ	S--s---og-
Ἀστυάγεος	N--s---mg-
πικροῦ	A--s---og-
ἐς	R---------
τοὺς	S--p---ma-
Μήδους	N--p---ma-
,	punct
συμμίσγων	V--sppamn-
ἑνὶ	M--s---md-
ἑκάστῳ	A--s---md-
ὁ	S--s---mn-
Ἅρπαγος	N--s---mn-
τῶν	S--p---qg-
πρώτων	M--p---qg-
Μήδων	N--p---mg-
ἀνέπειθε	V-3siia---
ὡς	C---------
χρὴ	V-3spia---
Κῦρον	N--s---ma-
προστησαμένους	V--papmma-
Ἀστυάγεα	N--s---ma-
παῦσαι	V---ana---
τῆς	S--s---fg-
βασιληίης	N--s---fg-
.	punct
κατεργασμένου	V--srpmog-
δέ	Gf--------
οἱ	Pp3s---md-
τούτου	Pd-s---ng-
καὶ	C---------
ἐόντος	V--sppamg-
ἑτοίμου	A--s---og-
,	punct
οὕτω	D---------
δὴ	D---------
τῷ	S--s---od-
Κύρῳ	N--s---md-
διαιτωμένῳ	V--sppeod-
ἐν	R---------
Πέρσῃσι	N--p---md-
βουλόμενος	V--sppmmn-
Ἅρπαγος	N--s---mn-
δηλῶσαι	V---ana---
τὴν	S--s---fa-
ἑωυτοῦ	Pk3s---mg-
γνώμην	N--s---fa-
ἄλλως	D---------
μὲν	D---------
οὐδαμῶς	D---------
εἶχε	V-3siia---
ἅτε	D---------
τῶν	S--p---qg-
ὁδῶν	N--p---fg-
φυλασσομενέων	V--ppppfg-
,	punct
ὁ	Pp3s---mn-
δὲ	Gf--------
ἐπιτεχνᾶται	V-3spim---
τοιόνδε	Pd-s---na-
:	punct
λαγὸν	N--s---ma-
μηχανησάμενος	V--sapmmn-
,	punct
καὶ	C---------
ἀνασχίσας	V--sapamn-
τούτου	Pd-s---mg-
τὴν	S--s---fa-
γαστέρα	N--s---fa-
καὶ	C---------
οὐδὲν	Px-s---na-
ἀποτίλας	V--sapamn-
,	punct
ὡς	D---------
δὲ	Gf--------
εἶχε	V-3siia---
οὕτω	D---------
ἐσέθηκε	V-3saia---
βυβλίον	N--s---na-
,	punct
γράψας	V--sapamn-
τά	Pr-p---nn-
οἱ	Pp3s---md-
ἐδόκεε	V-3siia---
:	punct
ἀπορράψας	V--sapamn-
δὲ	Gf--------
τοῦ	S--s---og-
λαγοῦ	N--s---mg-
τὴν	S--s---fa-
γαστέρα	N--s---fa-
,	punct
καὶ	C---------
δίκτυα	N--p---na-
δοὺς	V--sapamn-
ἅτε	D---------
θηρευτῇ	N--s---md-
τῶν	S--p---qg-
οἰκετέων	N--p---mg-
τῷ	S--s---od-
πιστοτάτῳ	A--s---mds
,	punct
ἀπέστελλε	V-3siia---
ἐς	R---------
τοὺς	S--p---ma-
Πέρσας	N--p---ma-
,	punct
ἐντειλάμενὸς	V--sapmmn-
οἱ	Pp3s---md-
ἀπὸ	R---------
γλώσσης	N--s---fg-
διδόντα	V--sppama-
τὸν	S--s---ma-
λαγὸν	N--s---ma-
Κύρῳ	N--s---md-
ἐπειπεῖν	V---ana---
αὐτοχειρίῃ	N--s---fd-
μιν	Pp3s---ma-
διελεῖν	V---ana---
καὶ	C---------
μηδένα	Px-s---ma-
οἱ	Pp3s---md-
ταῦτα	Pd-p---na-
ποιεῦντι	V--sppaod-
παρεῖναι	V---pna---
.	punct
ταῦτά	Pd-p---nn-
τε	C---------
δὴ	D---------
ὦν	Gf--------
ἐπιτελέα	A--p---nn-
ἐγίνετο	V-3siim---
καὶ	C---------
ὁ	S--s---mn-
Κῦρος	N--s---mn-
παραλαβὼν	V--sapamn-
τὸν	S--s---ma-
λαγὸν	N--s---ma-
ἀνέσχισε	V-3saia---
:	punct
εὑρὼν	V--sapamn-
δὲ	Gf--------
ἐν	R---------
αὐτῷ	Pp3s---md-
τὸ	S--s---na-
βυβλίον	N--s---na-
ἐνεὸν	V--sppana-
λαβὼν	V--sapamn-
ἐπελέγετο	V-3siim---
,	punct
τὰ	S--p---nn-
δὲ	Gf--------
γράμματα	N--p---nn-
ἔλεγε	V-3siia---
τάδε	Pd-p---na-
.	punct
“	punct
ὦ	I---------
“	punct
παῖ	N--s---mv-
Καμβύσεω	N--s---mg-
,	punct
σὲ	Pp2s---ma-
γὰρ	D---------
θεοὶ	N--p---mn-
ἐπορῶσι	V-3ppia---
:	punct
οὐ	D---------
γὰρ	D---------
ἂν	D---------
κοτὲ	D---------
ἐς	R---------
τοσοῦτο	Pd-s---na-
τύχης	N--s---fg-
ἀπίκευ	V-2saim---
:	punct
σύ	Pp2s---mn-
νυν	D---------
Ἀστυάγεα	N--s---ma-
τὸν	S--s---ma-
σεωυτοῦ	Pk2s---mg-
φονέα	N--s---ma-
τῖσαι	V-2samm---
.	punct
κατὰ	R---------
μὲν	D---------
γὰρ	D---------
τὴν	S--s---fa-
τούτου	Pd-s---mg-
προθυμίην	N--s---fa-
τέθνηκας	V-2sria---
,	punct
τὸ	S--s---na-
δὲ	Gf--------
κατὰ	R---------
θεούς	N--p---ma-
τε	C---------
καὶ	C---------
ἐμὲ	Pp1s---ma-
περίεις	V-2spia---
:	punct
τά	Pr-p---na-
σε	Pp2s---ma-
καὶ	D---------
πάλαι	D---------
δοκέω	V-1spia---
πάντα	Px-p---na-
ἐκμεμαθηκέναι	V---rna---
,	punct
σέο	Pp2s---mg-
τε	C---------
αὐτοῦ	Pd-s---og-
περὶ	R---------
ὡς	D---------
ἐπρήχθη	V-3saip---
,	punct
καὶ	C---------
οἷα	Pr-p---na-
ἐγὼ	Pp1s---mn-
ὑπὸ	R---------
Ἀστυάγεος	N--s---mg-
πέπονθα	V-1sria---
,	punct
ὅτι	C---------
σε	Pp2s---ma-
οὐκ	D---------
ἀπέκτεινα	V-1saia---
ἀλλὰ	C---------
ἔδωκα	V-1saia---
τῷ	S--s---od-
βουκόλῳ	N--s---md-
.	punct
σύ	Pp2s---mn-
νυν	D---------
,	punct
ἢν	C---------
βούλῃ	V-2spsm---
ἐμοὶ	Pp1s---md-
πείθεσθαι	V---pnp---
,	punct
τῆς	Pr-s---fg-
περ	Gf--------
Ἀστυάγης	N--s---mn-
ἄρχει	V-3spia---
χώρης	N--s---fg-
,	punct
ταύτης	Pd-s---fg-
ἁπάσης	A--s---fg-
ἄρξεις	V-2sfia---
.	punct
Πέρσας	N--p---ma-
γὰρ	D---------
ἀναπείσας	V--sapamn-
ἀπίστασθαι	V---pnm---
στρατηλάτεε	V-2spma---
ἐπὶ	R---------
Μήδους	N--p---ma-
:	punct
καὶ	C---------
ἤν	C---------
τε	C---------
ἐγὼ	Pp1s---mn-
ὑπὸ	R---------
Ἀστυάγεος	N--s---mg-
ἀποδεχθέω	V-1sasp---
στρατηγὸς	N--s---mn-
ἀντία	R---------
σεῦ	Pp2s---mg-
,	punct
ἔστι	V-3spia---
τοι	Pp2s---md-
τὰ	Pr-p---na-
σὺ	Pp2s---mn-
βούλεαι	V-2spim---
,	punct
ἤν	C---------
τε	C---------
τῶν	S--p---qg-
τις	Px-s---mn-
δοκίμων	A--p---og-
ἄλλος	A--s---mn-
Μήδων	N--p---mg-
:	punct
πρῶτοι	M--p---mn-
γὰρ	D---------
οὗτοι	Pd-p---mn-
ἀποστάντες	V--papamn-
ἀπ’	R---------
ἐκείνου	Pd-s---mg-
καὶ	C---------
γενόμενοι	V--papmmn-
πρὸς	R---------
σέο	Pp2s---mg-
Ἀστυάγεα	N--s---ma-
καταιρέειν	V---pna---
πειρήσονται	V-3pfim---
.	punct
ὡς	D---------
ὦν	Gf--------
ἑτοίμου	A--s---og-
τοῦ	S--s---og-
γε	Gf--------
ἐνθάδε	D---------
ἐόντος	V--sppaog-
,	punct
ποίεε	V-2spma---
ταῦτα	Pd-p---na-
καὶ	C---------
ποίεε	V-2spma---
κατὰ	R---------
τάχος	N--s---na-
.”	punct
ἀκούσας	V--sapamn-
ταῦτα	Pd-p---na-
ὁ	S--s---mn-
Κῦρος	N--s---mn-
ἐφρόντιζε	V-3siia---
ὅτεῳ	Pr-s---md-
τρόπῳ	N--s---md-
σοφωτάτῳ	A--s---ods
Πέρσας	N--p---ma-
ἀναπείσει	V-3sfia---
ἀπίστασθαι	V---pnm---
,	punct
φροντίζων	V--sppamn-
δὲ	Gf--------
εὑρίσκεται	V-3spim---
ταῦτα	Pd-p---na-
καιριώτατα	A--p---nas
εἶναι	V---pna---
:	punct
ἐποίεε	V-3siia---
δὴ	D---------
ταῦτα	Pd-p---na-
.	punct
γράψας	V--sapamn-
ἐς	R---------
βυβλίον	N--s---na-
τὰ	Pr-p---na-
ἐβούλετο	V-3siim---
,	punct
ἁλίην	N--s---fa-
τῶν	S--p---qg-
Περσέων	N--p---mg-
ἐποιήσατο	V-3saim---
,	punct
μετὰ	D---------
δὲ	Gf--------
ἀναπτύξας	V--sapamn-
τὸ	S--s---na-
βυβλίον	N--s---na-
καὶ	C---------
ἐπιλεγόμενος	V--sppmmn-
ἔφη	V-3siia---
Ἀστυάγεά	N--s---ma-
μιν	Pp3s---ma-
στρατηγὸν	N--s---ma-
Περσέων	N--p---mg-
ἀποδεικνύναι	V---pna---
.	punct
“	punct
νῦν	D---------
“	punct
τε	C---------
,”	punct
ἔφη	V-3siia---
λέγων	V--sppamn-
,	punct
“	punct
ὦ	I---------
“	punct
Πέρσαι	N--p---mv-
,	punct
προαγορεύω	V-1spia---
ὑμῖν	Pp2p---md-
παρεῖναι	V---pna---
ἕκαστον	A--s---ma-
ἔχοντα	V--sppama-
δρέπανον	N--s---na-
.”	punct
Κῦρος	N--s---mn-
μὲν	D---------
ταῦτα	Pd-p---na-
προηγόρευσε	V-3saia---
.	punct
ἔστι	V-3spia---
δὲ	Gf--------
Πέρσεων	N--p---mg-
συχνὰ	A--p---nn-
γένεα	N--p---nn-
,	punct
καὶ	C---------
τὰ	Pp3p---na-
μὲν	D---------
αὐτῶν	Pp3p---mg-
ὁ	S--s---mn-
Κῦρος	N--s---mn-
συνάλισε	V-3saia---
καὶ	C---------
ἀνέπεισε	V-3saia---
ἀπίστασθαι	V---pnm---
ἀπὸ	R---------
Μήδων	N--p---mg-
.	punct
ἔστι	V-3spia---
δὲ	Gf--------
τάδε	Pd-p---nn-
,	punct
ἐξ	R---------
ὧν	Pr-p---qg-
οἱ	S--p---mn-
ἄλλοι	A--p---mn-
πάντες	Px-p---mn-
ἀρτέαται	V-3prip---
Πέρσαι	N--p---mn-
,	punct
Πασαργάδαι	N--p---mn-
Μαράφιοι	A--p---mn-
Μάσπιοι	A--p---mn-
.	punct
τούτων	Pd-p---mg-
Πασαργάδαι	N--p---mn-
εἰσὶ	V-3ppia---
ἄριστοι	A--p---mns
,	punct
ἐν	R---------
τοῖσι	Pr-p---od-
καὶ	D---------
Ἀχαιμενίδαι	N--p---mn-
εἰσὶ	V-3ppia---
φρήτρη	N--s---fn-
,	punct
ἔνθεν	D---------
οἱ	S--p---mn-
βασιλέες	N--p---mn-
οἱ	S--p---mn-
Περσεῖδαι	N--p---mn-
γεγόνασι	V-3pria---
.	punct
ἄλλοι	A--p---mn-
δὲ	Gf--------
Πέρσαι	N--p---mn-
εἰσὶ	V-3ppia---
οἵδε	Pd-p---mn-
,	punct
Πανθιαλαῖοι	A--p---mn-
Δηρουσιαῖοι	A--p---mn-
Γερμάνιοι	A--p---mn-
.	punct
οὗτοι	Pd-p---mn-
μὲν	D---------
πάντες	Px-p---mn-
ἀροτῆρες	N--p---mn-
εἰσί	V-3ppia---
,	punct
οἱ	S--p---mn-
δὲ	Gf--------
ἄλλοι	Px-p---mn-
νομάδες	N--p---mn-
,	punct
Δάοι	N--p---mn-
Μάρδοι	N--p---mn-
Δροπικοὶ	N--p---mn-
Σαγάρτιοι	A--p---mn-
.	punct
ὡς	C---------
δὲ	Gf--------
παρῆσαν	V-3piia---
ἅπαντες	A--p---mn-
ἔχοντες	V--pppamn-
τὸ	S--s---na-
προειρημένον	V--srppna-
,	punct
ἐνθαῦτα	D---------
ὁ	S--s---mn-
Κῦρος	N--s---mn-
,	punct
ἦν	V-3siia---
γάρ	Gf--------
τις	Px-s---mn-
χῶρος	N--s---mn-
τῆς	S--s---fg-
Περσικῆς	A--s---fg-
ἀκανθώδης	A--s---pn-
ὅσον	Pr-s---na-
τε	C---------
ἐπὶ	R---------
ὀκτωκαίδεκα	M---------
σταδίους	N--p---ma-
ἢ	S--s---fn-
εἴκοσι	M---------
πάντῃ	D---------
,	punct
τοῦτον	Pd-s---ma-
σφι	Pp3p---md-
τὸν	S--s---ma-
χῶρον	N--s---ma-
προεῖπε	V-3saia---
ἐξημερῶσαι	V---ana---
ἐν	R---------
ἡμέρῃ	N--s---fd-
.	punct
ἐπιτελεσάντων	V--papaog-
δὲ	Gf--------
τῶν	S--p---mg-
Περσέων	N--p---mg-
τὸν	S--s---ma-
προκείμενον	V--sppmma-
ἄεθλον	N--s---ma-
,	punct
δεύτερα	M--p---na-
σφι	Pp3p---md-
προεῖπε	V-3saia---
ἐς	R---------
τὴν	S--s---fa-
ὑστεραίην	A--s---fa-
παρεῖναι	V---pna---
λελουμένους	V--prpema-
.	punct
ἐν	R---------
δὲ	Gf--------
τούτῳ	Pd-s---nd-
τά	S--p---na-
τε	C---------
αἰπόλια	N--p---na-
καὶ	C---------
τὰς	S--p---fa-
ποίμνας	N--p---fa-
καὶ	C---------
τὰ	S--p---na-
βουκόλια	N--p---na-
ὁ	S--s---mn-
Κῦρος	N--s---mn-
πάντα	Px-p---na-
τοῦ	S--s---og-
πατρὸς	N--s---mg-
συναλίσας	V--sapamn-
ἐς	R---------
τὸ	Pp3s---na-
αὐτὸ	Pd-s---na-
ἔθυσε	V-3saia---
καὶ	C---------
παρεσκεύαζε	V-3siia---
ὡς	D---------
δεξόμενος	V--sfpmmn-
τὸν	S--s---ma-
Περσέων	N--p---mg-
στρατόν	N--s---ma-
,	punct
πρὸς	R---------
δὲ	Gf--------
οἴνῳ	N--s---md-
τε	C---------
καὶ	C---------
σιτίοισι	N--p---nd-
ὡς	D---------
ἐπιτηδεοτάτοισι	A--p---nds
.	punct
ἀπικομένους	V--papmma-
δὲ	Gf--------
τῇ	S--s---fd-
ὑστεραίῃ	A--s---fd-
τοὺς	S--p---ma-
Πέρσας	N--p---ma-
κατακλίνας	V--sapamn-
ἐς	R---------
λειμῶνα	N--s---ma-
εὐώχεε	V-3siia---
.	punct
ἐπείτε	C---------
δὲ	Gf--------
ἀπὸ	R---------
δείπνου	N--s---ng-
ἦσαν	V-3piia---
,	punct
εἴρετο	V-3siim---
σφέας	Pp3p---ma-
ὁ	S--s---mn-
Κῦρος	N--s---mn-
κότερα	D---------
τὰ	Pr-p---na-
τῇ	S--s---fd-
προτεραίῃ	A--s---fdc
εἶχον	V-3piia---
ἢ	C---------
τὰ	S--p---nn-
παρεόντα	V--pppann-
σφι	Pp3p---md-
εἴη	V-3spoa---
αἱρετώτερα	A--p---nac
.	punct
οἳ	Pp3p---mn-
δὲ	Gf--------
ἔφασαν	V-3piia---
πολλὸν	A--s---na-
εἶναι	V---pna---
αὐτῶν	Pp3p---mg-
τὸ	S--s---na-
μέσον	A--s---na-
:	punct
τὴν	S--s---fa-
μὲν	D---------
γὰρ	D---------
προτέρην	A--s---fa-
ἡμέρην	N--s---fa-
πάντα	Px-p---na-
σφι	Pp3p---md-
κακὰ	A--p---na-
ἔχειν	V---pna---
,	punct
τὴν	S--s---fa-
δὲ	Gf--------
τότε	D---------
παρεοῦσαν	V--sppafa-
πάντα	Px-p---na-
ἀγαθά	A--p---na-
.	punct
παραλαβὼν	V--sapamn-
δὲ	Gf--------
τοῦτο	Pd-s---na-
τὸ	S--s---na-
ἔπος	N--s---na-
ὁ	S--s---mn-
Κῦρος	N--s---mn-
παρεγύμνου	V-3siia---
τὸν	S--s---ma-
πάντα	Px-s---ma-
λόγον	N--s---ma-
,	punct
λέγων	V--sppamn-
“	punct
ἄνδρες	N--p---mv-
“	punct
Πέρσαι	N--p---mv-
,	punct
οὕτω	D---------
ὑμῖν	Pp2p---md-
ἔχει	V-3spia---
.	punct
βουλομένοισι	V--pppmod-
μὲν	D---------
ἐμέο	Pp1s---mg-
πείθεσθαί	V---pnp---
ἔστι	V-3spia---
τάδε	Pd-p---nn-
τε	C---------
καὶ	C---------
ἄλλα	Px-p---nn-
μυρία	A--p---nn-
ἀγαθά	A--p---nn-
,	punct
οὐδένα	Px-s---ma-
πόνον	N--s---ma-
δουλοπρεπέα	A--s---pa-
ἔχουσι	V--pppaod-
,	punct
μὴ	D---------
βουλομένοισι	V--pppmod-
δὲ	Gf--------
ἐμέο	Pp1s---mg-
πείθεσθαι	V---pnp---
εἰσὶ	V-3ppia---
ὑμῖν	Pp2p---md-
πόνοι	N--p---mn-
τῷ	S--s---od-
χθιζῷ	A--s---nd-
παραπλήσιοι	A--p---mn-
ἀναρίθμητοι	A--p---pn-
.	punct
Πέρσας	N--p---ma-
δὲ	Gf--------
οἶδα	V-1sria---
νόμοισι	N--p---md-
τοιοῖσιδε	Pd-p---od-
χρεωμένους	V--pppmma-
,	punct
ἀγάλματα	N--p---na-
μὲν	D---------
καὶ	C---------
νηοὺς	N--p---ma-
καὶ	C---------
βωμοὺς	N--p---ma-
οὐκ	D---------
ἐν	R---------
νόμῳ	N--s---md-
ποιευμένους	V--pppmma-
ἱδρύεσθαι	V---pnm---
,	punct
ἀλλὰ	C---------
καὶ	C---------
τοῖσι	S--p---md-
ποιεῦσι	V--pppamd-
μωρίην	N--s---fa-
ἐπιφέρουσι	V-3ppia---
,	punct
ὡς	D---------
μὲν	D---------
ἐμοὶ	Pp1s---md-
δοκέειν	V---pna---
,	punct
ὅτι	C---------
οὐκ	D---------
ἀνθρωποφυέας	A--p---ma-
ἐνόμισαν	V-3paia---
τοὺς	S--p---ma-
θεοὺς	N--p---ma-
κατά	D---------
περ	Gf--------
οἱ	S--p---mn-
Ἕλληνες	N--p---mn-
εἶναι	V---pna---
:	punct
οἳ	Pp3p---mn-
δὲ	Gf--------
νομίζουσι	V-3ppia---
Διὶ	N--s---md-
μὲν	D---------
ἐπὶ	R---------
τὰ	S--p---na-
ὑψηλότατα	A--s---nas
τῶν	S--p---qg-
ὀρέων	N--p---ng-
ἀναβαίνοντες	V--pppamn-
θυσίας	N--p---fa-
ἔρδειν	V---pna---
,	punct
τὸν	S--s---ma-
κύκλον	N--s---ma-
πάντα	Px-s---ma-
τοῦ	S--s---og-
οὐρανοῦ	N--s---mg-
Δία	N--s---ma-
καλέοντες	V--pppamn-
:	punct
θύουσι	V-3ppia---
δὲ	Gf--------
ἡλίῳ	N--s---md-
τε	C---------
καὶ	C---------
σελήνῃ	N--s---fd-
καὶ	C---------
γῇ	N--s---fd-
καὶ	C---------
πυρὶ	N--s---nd-
καὶ	C---------
ὕδατι	N--s---nd-
καὶ	C---------
ἀνέμοισι	N--p---md-
.	punct
τούτοισι	Pd-p---md-
μὲν	D---------
δὴ	D---------
θύουσι	V-3ppia---
μούνοισι	A--p---md-
ἀρχῆθεν	D---------
,	punct
ἐπιμεμαθήκασι	V-3pria---
δὲ	Gf--------
καὶ	D---------
τῇ	S--s---fd-
Οὐρανίῃ	N--s---fd-
θύειν	V---pna---
,	punct
παρά	R---------
τε	C---------
Ἀσσυρίων	A--p---mg-
μαθόντες	V--papamn-
καὶ	C---------
Ἀραβίων	A--p---mg-
.	punct
καλέουσι	V-3ppia---
δὲ	Gf--------
Ἀσσύριοι	A--p---mn-
τὴν	S--s---fa-
Ἀφροδίτην	N--s---fa-
Μύλιττα	N---------
,	punct
Ἀράβιοι	A--p---mn-
δὲ	Gf--------
Ἀλιλάτ	N---------
,	punct
Πέρσαι	N--p---mn-
δὲ	Gf--------
Μίτραν	N--s---fa-
.	punct
θυσίη	N--s---fn-
δὲ	Gf--------
τοῖσι	S--p---od-
Πέρσῃσι	N--p---md-
περὶ	R---------
τοὺς	S--p---ma-
εἰρημένους	V--prppma-
θεοὺς	N--p---ma-
ἥδε	Pd-s---fn-
κατέστηκε	V-3sria---
:	punct
οὔτε	C---------
βωμοὺς	N--p---ma-
ποιεῦνται	V-3ppim---
οὔτε	C---------
πῦρ	N--s---na-
ἀνακαίουσι	V-3ppia---
μέλλοντες	V--pppamn-
θύειν	V---pna---
,	punct
οὐ	D---------
σπονδῇ	N--s---fd-
χρέωνται	V-3ppim---
,	punct
οὐκὶ	D---------
αὐλῷ	N--s---md-
,	punct
οὐ	D---------
στέμμασι	N--p---nd-
,	punct
οὐκὶ	D---------
οὐλῇσι	N--p---fd-
:	punct
τῶν	Pp3p---mg-
δὲ	Gf--------
ὡς	C---------
ἑκάστῳ	Px-s---md-
θύειν	V---pna---
θέλῃ	V-3spsa---
,	punct
ἐς	R---------
χῶρον	N--s---ma-
καθαρὸν	A--s---oa-
ἀγαγὼν	V--sapamn-
τὸ	S--s---na-
κτῆνος	N--s---na-
καλέει	V-3spia---
τὸν	S--s---ma-
θεόν	N--s---ma-
,	punct
ἐστεφανωμένος	V--srpmmn-
τὸν	S--s---ma-
τιάραν	N--s---ma-
μυρσίνῃ	N--s---fd-
μάλιστα	D--------s
.	punct
ἑωυτῷ	Pk3s---md-
μὲν	D---------
δὴ	D---------
τῷ	S--s---od-
θύοντι	V--sppamd-
ἰδίῃ	A--s---fd-
μούνῳ	A--s---md-
οὔ	D---------
οἱ	Pp3s---md-
ἐγγίνεται	V-3spim---
ἀρᾶσθαι	V---pnm---
ἀγαθά	A--p---na-
,	punct
ὁ	Pp3s---mn-
δὲ	Gf--------
τοῖσι	S--p---od-
πᾶσι	Px-p---od-
Πέρσῃσι	N--p---md-
κατεύχεται	V-3spim---
εὖ	D---------
γίνεσθαι	V---pnm---
καὶ	C---------
τῷ	S--s---od-
βασιλέι	N--s---md-
:	punct
ἐν	R---------
γὰρ	D---------
δὴ	D---------
τοῖσι	S--p---od-
ἅπασι	A--p---od-
Πέρσῃσι	N--p---md-
καὶ	D---------
αὐτὸς	Pp3s---mn-
γίνεται	V-3spim---
.	punct
ἐπεὰν	C---------
δὲ	Gf--------
διαμιστύλας	V--sapamn-
κατὰ	R---------
μέλεα	N--p---na-
τὸ	S--s---na-
ἱρήιον	N--s---na-
ἑψήσῃ	V-3sasa---
τὰ	S--p---na-
κρέα	N--p---na-
ὑποπάσας	V--sapamn-
ποίην	N--s---fa-
ὡς	D---------
ἁπαλωτάτην	A--s---fas
,	punct
μάλιστα	D--------s
δὲ	Gf--------
τὸ	S--s---na-
τρίφυλλον	N--s---na-
,	punct
ἐπὶ	R---------
ταύτης	Pd-s---fg-
ἔθηκε	V-3saia---
ὦν	Gf--------
πάντα	Px-p---na-
τὰ	S--p---na-
κρέα	N--p---na-
.	punct
διαθέντος	V--sapamg-
δὲ	Gf--------
αὐτοῦ	Pp3s---mg-
Μάγος	N--s---mn-
ἀνὴρ	N--s---mn-
παρεστεὼς	V--srpamn-
ἐπαείδει	V-3spia---
θεογονίην	N--s---fa-
,	punct
οἵην	Pr-s---fa-
δὴ	D---------
ἐκεῖνοι	Pd-p---mn-
λέγουσι	V-3ppia---
εἶναι	V---pna---
τὴν	S--s---fa-
ἐπαοιδήν	N--s---fa-
:	punct
ἄνευ	R---------
γὰρ	D---------
δὴ	D---------
Μάγου	N--s---mg-
οὔ	D---------
σφι	Pp3p---md-
νόμος	N--s---mn-
ἐστὶ	V-3spia---
θυσίας	N--p---fa-
ποιέεσθαι	V---pnm---
.	punct
ἐπισχὼν	V--sppamn-
δὲ	Gf--------
ὀλίγον	A--s---oa-
χρόνον	N--s---ma-
ἀποφέρεται	V-3spim---
ὁ	S--s---mn-
θύσας	V--sapamn-
τὰ	S--p---na-
κρέα	N--p---na-
καὶ	C---------
χρᾶται	V-3spim---
ὅ	Pr-s---na-
τι	Px-s---na-
μιν	Pp3s---ma-
λόγος	N--s---mn-
αἱρέει	V-3spia---
.	punct
ἡμέρην	N--s---fa-
δὲ	Gf--------
ἁπασέων	A--p---fg-
μάλιστα	D--------s
ἐκείνην	Pd-s---fa-
τιμᾶν	V---pna---
νομίζουσι	V-3ppia---
τῇ	D---------
ἕκαστος	A--s---mn-
ἐγένετο	V-3saim---
.	punct
ἐν	R---------
ταύτῃ	Pd-s---fd-
δὲ	Gf--------
πλέω	A--s---pac
δαῖτα	N--s---fa-
τῶν	S--p---qg-
ἀλλέων	A--p---fg-
δικαιεῦσι	V-3ppia---
προτίθεσθαι	V---pnm---
:	punct
ἐν	R---------
τῇ	Pp3s---fd-
οἱ	S--p---mn-
εὐδαίμονες	A--p---mn-
αὐτῶν	Pp3p---mg-
βοῦν	N--s---pa-
καὶ	C---------
ἵππον	N--s---pa-
καὶ	C---------
κάμηλον	N--s---pa-
καὶ	C---------
ὄνον	N--s---pa-
προτιθέαται	V-3ppim---
ὅλους	A--p---ma-
ὀπτοὺς	A--p---ma-
ἐν	R---------
καμίνοισι	N--p---fd-
,	punct
οἱ	S--p---mn-
δὲ	Gf--------
πένητες	A--p---mn-
αὐτῶν	Pp3p---mg-
τὰ	S--p---na-
λεπτὰ	N--p---na-
τῶν	S--p---qg-
